Date,Hour,Version,MCP,OR10S,OR10N,OR30R,RefHr
2019-02-19,11,1,25.26,0.39,0.39,0.39,-7
2019-02-19,10,1,25.26,0.45,0.45,0.45,-7
2019-02-19,9,1,30,0.39,0.39,0.39,-7
2019-02-19,8,1,36.44,0.45,0.45,0.45,-7
2019-02-19,7,1,30,0.2,0.2,0.2,-7
2019-02-19,6,1,28.19,0.2,0.16,0.16,-7
2019-02-19,5,1,22.86,0.2,0.15,0.1,-7
2019-02-19,4,1,18.27,0.2,0.16,0.16,-7
2019-02-19,3,1,20.76,0.2,0.16,0.16,-7
2019-02-19,2,1,20.76,0.2,0.16,0.16,-7
2019-02-19,1,1,20.77,0.2,0.15,0.15,-7
2019-02-18,24,32,26.59,0.2,0.2,0.2,24
2019-02-18,24,31,26.6,0.2,0.2,0.2,23
2019-02-18,23,31,28.68,0.2,0.2,0.1,23
2019-02-18,24,30,28.03,0.2,0.2,0.2,22
2019-02-18,23,30,28.68,0.2,0.2,0.1,22
2019-02-18,22,30,29.69,0.15,0.15,0.1,22
2019-02-18,24,29,28.21,0.2,0.2,0.2,21
2019-02-18,23,29,29.29,0.15,0.15,0.15,21
2019-02-18,22,29,29.78,0.2,0.2,0.19,21
2019-02-18,21,29,30.18,0.6,0.6,0.45,21
2019-02-18,24,28,28.01,0.2,0.2,0.2,20
2019-02-18,23,28,29.21,0.2,0.2,0.1,20
2019-02-18,22,28,29.39,0.2,0.2,0.1,20
2019-02-18,21,28,30.11,0.6,0.6,0.45,20
2019-02-18,20,28,30.18,0.6,0.6,0.45,20
2019-02-18,24,27,28.26,0.2,0.2,0.2,19
2019-02-18,23,27,29.19,0.2,0.2,0.2,19
2019-02-18,22,27,29.78,0.2,0.2,0.19,19
2019-02-18,21,27,30.18,0.6,0.6,0.45,19
2019-02-18,20,27,30.18,0.6,0.6,0.45,19
2019-02-18,19,27,30.09,0.8,0.8,0.45,19
2019-02-18,24,26,28.27,0.2,0.2,0.2,18
2019-02-18,23,26,29.39,0.2,0.2,0.1,18
2019-02-18,22,26,29.78,0.2,0.2,0.19,18
2019-02-18,21,26,30.18,0.6,0.6,0.45,18
2019-02-18,20,26,30.62,1.04,1.04,0.45,18
2019-02-18,19,26,30.18,0.6,0.6,0.45,18
2019-02-18,18,26,30.08,0.5,0.5,0.45,18
2019-02-18,24,25,28.62,0.2,0.2,0.2,17
2019-02-18,23,25,28.62,0.2,0.2,0.2,17
2019-02-18,22,25,29.69,0.2,0.2,0.1,17
2019-02-18,21,25,30.18,0.6,0.6,0.32,17
2019-02-18,20,25,30.62,1.04,1.04,0.28,17
2019-02-18,19,25,30.62,1.04,1.04,0.12,17
2019-02-18,18,25,30.08,0.5,0.5,0.45,17
2019-02-18,17,25,29.39,0.2,0.2,0.1,17
2019-02-18,24,24,29.43,0.1,0.1,0.1,16
2019-02-18,23,24,29.78,0.2,0.2,0.19,16
2019-02-18,22,24,29.79,0.2,0.2,0.11,16
2019-02-18,21,24,30.18,0.6,0.6,0.31,16
2019-02-18,20,24,30.82,1.24,1.24,0.27,16
2019-02-18,19,24,31.86,2.28,2.28,0.11,16
2019-02-18,18,24,29.79,0.5,0.5,0.2,16
2019-02-18,17,24,29.79,0.2,0.2,0.1,16
2019-02-18,16,24,29.39,0.2,0.2,0.1,16
2019-02-18,24,23,28.93,0.2,0.2,0.2,15
2019-02-18,23,23,29.41,0.15,0.15,0.1,15
2019-02-18,22,23,29.78,0.2,0.2,0.1,15
2019-02-18,21,23,30.18,0.6,0.6,0.3,15
2019-02-18,20,23,30.27,0.69,0.69,0.1,15
2019-02-18,19,23,30.62,1.04,1.04,0.1,15
2019-02-18,18,23,29.27,0.5,0.5,0.1,15
2019-02-18,17,23,29.73,0.2,0.2,0.1,15
2019-02-18,16,23,29.69,0.16,0.16,0.1,15
2019-02-18,15,23,27.95,0.2,0.2,0.1,15
2019-02-18,24,22,29.43,0.1,0.1,0.1,14
2019-02-18,23,22,29.73,0.15,0.15,0.1,14
2019-02-18,22,22,29.95,0.37,0.37,0.1,14
2019-02-18,21,22,30.62,1.04,1.04,0.1,14
2019-02-18,20,22,30.26,0.67,0.67,0.12,14
2019-02-18,19,22,30.62,1.04,1.04,0.1,14
2019-02-18,18,22,29.27,0.5,0.5,0.1,14
2019-02-18,17,22,29.39,0.2,0.2,0.1,14
2019-02-18,16,22,28.27,0.2,0.2,0.1,14
2019-02-18,15,22,27.97,0.2,0.2,0.1,14
2019-02-18,14,22,27.98,0.2,0.2,0.1,14
2019-02-18,24,21,29.68,0.1,0.1,0.1,13
2019-02-18,23,21,29.69,0.15,0.15,0.1,13
2019-02-18,22,21,29.96,0.37,0.37,0.1,13
2019-02-18,21,21,30.62,1.04,1.04,0.1,13
2019-02-18,20,21,30.26,0.67,0.67,0.12,13
2019-02-18,19,21,30.62,1.04,1.04,0.1,13
2019-02-18,18,21,29.27,0.5,0.5,0.1,13
2019-02-18,17,21,29.39,0.2,0.2,0.1,13
2019-02-18,16,21,28.21,0.2,0.2,0.1,13
2019-02-18,15,21,28,0.2,0.2,0.1,13
2019-02-18,14,21,27.99,0.2,0.2,0.1,13
2019-02-18,13,21,27.99,0.37,0.37,0.37,13
2019-02-18,24,20,29.11,0.2,0.2,0.11,12
2019-02-18,23,20,29.31,0.15,0.15,0.1,12
2019-02-18,22,20,29.78,0.2,0.2,0.1,12
2019-02-18,21,20,30.27,0.69,0.69,0.1,12
2019-02-18,20,20,30.25,0.67,0.67,0.12,12
2019-02-18,19,20,30.18,0.6,0.6,0.29,12
2019-02-18,18,20,28.46,0.5,0.5,0.45,12
2019-02-18,17,20,28.83,0.2,0.2,0.1,12
2019-02-18,16,20,28.05,0.2,0.2,0.1,12
2019-02-18,15,20,27.99,0.2,0.2,0.1,12
2019-02-18,14,20,28,0.2,0.2,0.1,12
2019-02-18,13,20,28,0.37,0.37,0.37,12
2019-02-18,12,20,30.47,1.2,1.2,0.45,12
2019-02-18,24,19,29.31,0.13,0.13,0.1,11
2019-02-18,23,19,29.69,0.13,0.13,0.1,11
2019-02-18,22,19,29.78,0.2,0.2,0.1,11
2019-02-18,21,19,30.62,1.04,1.04,0.1,11
2019-02-18,20,19,30.29,0.71,0.71,0.1,11
2019-02-18,19,19,30.27,0.69,0.69,0.1,11
2019-02-18,18,19,29.32,0.37,0.37,0.1,11
2019-02-18,17,19,29.22,0.2,0.2,0.1,11
2019-02-18,16,19,28,0.2,0.2,0.1,11
2019-02-18,15,19,29.12,0.2,0.2,0.1,11
2019-02-18,14,19,29.49,0.2,0.2,0.1,11
2019-02-18,13,19,39.96,0.36,0.36,0.36,11
2019-02-18,12,19,30.47,1.2,1.2,0.45,11
2019-02-18,11,19,42.5,1.21,1.21,0.45,11
2019-02-18,24,18,29.39,0.12,0.12,0.1,10
2019-02-18,23,18,29.69,0.13,0.13,0.1,10
2019-02-18,22,18,29.78,0.2,0.2,0.1,10
2019-02-18,21,18,30.62,1.04,1.04,0.1,10
2019-02-18,20,18,30.29,0.71,0.71,0.1,10
2019-02-18,19,18,30.29,0.71,0.71,0.1,10
2019-02-18,18,18,29.31,0.37,0.37,0.1,10
2019-02-18,17,18,29.31,0.2,0.2,0.1,10
2019-02-18,16,18,28.09,0.2,0.2,0.1,10
2019-02-18,15,18,28,0.2,0.2,0.1,10
2019-02-18,14,18,28,0.2,0.2,0.1,10
2019-02-18,13,18,29.36,0.36,0.36,0.36,10
2019-02-18,12,18,29.45,1.2,1.2,0.45,10
2019-02-18,11,18,29.31,1.21,1.21,0.45,10
2019-02-18,10,18,30.06,0.45,0.45,0.45,10
2019-02-18,24,17,29.31,0.13,0.13,0.1,9
2019-02-18,23,17,29.38,0.13,0.13,0.1,9
2019-02-18,22,17,29.78,0.2,0.2,0.1,9
2019-02-18,21,17,30.06,0.48,0.48,0.1,9
2019-02-18,20,17,29.78,0.2,0.2,0.1,9
2019-02-18,19,17,30.2,0.62,0.62,0.1,9
2019-02-18,18,17,28.88,0.37,0.37,0.1,9
2019-02-18,17,17,29.12,0.2,0.2,0.1,9
2019-02-18,16,17,28,0.2,0.2,0.1,9
2019-02-18,15,17,27.99,0.2,0.2,0.1,9
2019-02-18,14,17,28,0.2,0.2,0.1,9
2019-02-18,13,17,28.09,0.36,0.36,0.36,9
2019-02-18,12,17,28.04,1.2,1.2,0.45,9
2019-02-18,11,17,29.35,1.21,1.21,0.45,9
2019-02-18,10,17,32.59,0.45,0.45,0.45,9
2019-02-18,9,17,29.31,0.45,0.45,0.45,9
2019-02-18,24,16,29.39,0.11,0.11,0.1,8
2019-02-18,23,16,29.69,0.13,0.13,0.1,8
2019-02-18,22,16,29.78,0.2,0.2,0.1,8
2019-02-18,21,16,30.06,0.48,0.48,0.1,8
2019-02-18,20,16,29.78,0.2,0.2,0.1,8
2019-02-18,19,16,29.78,0.2,0.2,0.1,8
2019-02-18,18,16,29.66,0.37,0.37,0.1,8
2019-02-18,17,16,29.12,0.2,0.2,0.1,8
2019-02-18,16,16,28,0.2,0.2,0.1,8
2019-02-18,15,16,28,0.2,0.2,0.1,8
2019-02-18,14,16,28.08,0.2,0.2,0.1,8
2019-02-18,13,16,29.31,0.36,0.36,0.36,8
2019-02-18,12,16,28.04,1.2,1.2,0.45,8
2019-02-18,11,16,28,1.22,1.22,0.45,8
2019-02-18,10,16,28.08,0.45,0.45,0.45,8
2019-02-18,9,16,28,0.45,0.45,0.45,8
2019-02-18,8,16,38.91,0.45,0.45,0.45,8
2019-02-18,24,15,30.06,0.2,0.2,0.1,7
2019-02-18,23,15,30.66,0.2,0.2,0.1,7
2019-02-18,22,15,31.79,1.41,1.41,0.1,7
2019-02-18,21,15,31.87,3.15,3.15,0.1,7
2019-02-18,20,15,33.12,2.53,2.53,0.1,7
2019-02-18,19,15,33.13,2.52,2.52,0.1,7
2019-02-18,18,15,29.09,4.54,4.54,0.1,7
2019-02-18,17,15,29.96,0.21,0.21,0.1,7
2019-02-18,16,15,28.08,0.36,0.36,0.36,7
2019-02-18,15,15,28.08,0.36,0.36,0.36,7
2019-02-18,14,15,29.57,0.22,0.22,0.22,7
2019-02-18,13,15,29.67,0.21,0.21,0.21,7
2019-02-18,12,15,29.46,1.2,1.2,0.45,7
2019-02-18,11,15,28.01,1.43,1.43,0.45,7
2019-02-18,10,15,28,0.45,0.45,0.45,7
2019-02-18,9,15,28,0.45,0.45,0.45,7
2019-02-18,8,15,38.91,0.45,0.45,0.45,7
2019-02-18,7,15,30.89,0.36,0.36,0.36,7
2019-02-18,24,14,31.17,0.2,0.2,0.2,6
2019-02-18,23,14,34.61,0.2,0.2,0.2,6
2019-02-18,22,14,36.44,1.58,1.58,0.45,6
2019-02-18,21,14,36.88,4.12,4.12,0.45,6
2019-02-18,20,14,36.88,4.17,4.17,0.45,6
2019-02-18,19,14,43.12,1.05,1.05,0.45,6
2019-02-18,18,14,33.1,6.01,6.01,0.1,6
2019-02-18,17,14,31.86,0.36,0.36,0.1,6
2019-02-18,16,14,29.31,0.36,0.36,0.36,6
2019-02-18,15,14,28.07,0.36,0.36,0.36,6
2019-02-18,14,14,30.58,0.21,0.21,0.21,6
2019-02-18,13,14,30.67,0.21,0.21,0.21,6
2019-02-18,12,14,30.34,1.2,1.2,0.45,6
2019-02-18,11,14,28,1.43,1.43,0.45,6
2019-02-18,10,14,28,0.45,0.45,0.45,6
2019-02-18,9,14,27.98,0.45,0.45,0.45,6
2019-02-18,8,14,27.99,0.45,0.45,0.45,6
2019-02-18,7,14,25.76,0.45,0.45,0.45,6
2019-02-18,6,14,25.85,0.21,0.21,0.21,6
2019-02-18,24,13,31.17,0.2,0.2,0.2,5
2019-02-18,23,13,35,0.2,0.2,0.2,5
2019-02-18,22,13,36.88,1.58,1.58,0.45,5
2019-02-18,21,13,40.38,2.37,2.37,0.45,5
2019-02-18,20,13,43.14,1,1,0.45,5
2019-02-18,19,13,43.22,1,1,0.45,5
2019-02-18,18,13,33.74,5.69,5.69,0.45,5
2019-02-18,17,13,32.13,0.36,0.36,0.1,5
2019-02-18,16,13,29.59,0.36,0.36,0.36,5
2019-02-18,15,13,29.31,0.36,0.36,0.36,5
2019-02-18,14,13,29.57,0.21,0.21,0.21,5
2019-02-18,13,13,31.38,0.21,0.21,0.1,5
2019-02-18,12,13,31.24,1.2,1.2,0.1,5
2019-02-18,11,13,28.01,1.43,1.43,0.45,5
2019-02-18,10,13,28,0.45,0.45,0.45,5
2019-02-18,9,13,27.99,1,1,0.45,5
2019-02-18,8,13,27.98,0.45,0.45,0.45,5
2019-02-18,7,13,25.64,0.45,0.45,0.45,5
2019-02-18,6,13,25.75,0.29,0.29,0.29,5
2019-02-18,5,13,25.63,0.2,0.2,0.2,5
2019-02-18,24,12,31.87,0.2,0.2,0.2,4
2019-02-18,23,12,36.88,0.2,0.2,0.2,4
2019-02-18,22,12,37.33,1.58,1.58,0.45,4
2019-02-18,21,12,42.4,1.41,1.41,0.45,4
2019-02-18,20,12,43.25,0.99,0.99,0.45,4
2019-02-18,19,12,43.26,1,1,0.45,4
2019-02-18,18,12,33.74,5.69,5.69,0.45,4
2019-02-18,17,12,31.8,1.41,1.41,0.1,4
2019-02-18,16,12,29.6,0.36,0.36,0.36,4
2019-02-18,15,12,29.31,0.36,0.36,0.36,4
2019-02-18,14,12,31.24,0.21,0.21,0.1,4
2019-02-18,13,12,31.52,0.21,0.21,0.21,4
2019-02-18,12,12,31.38,1.2,1.2,0.1,4
2019-02-18,11,12,29.31,1.43,1.43,0.45,4
2019-02-18,10,12,28.01,0.45,0.45,0.45,4
2019-02-18,9,12,27.99,1,1,0.45,4
2019-02-18,8,12,25.26,1.22,1.22,0.9,4
2019-02-18,7,12,25.64,0.45,0.45,0.45,4
2019-02-18,6,12,25.26,0.37,0.37,0.37,4
2019-02-18,5,12,25.79,0.2,0.2,0.2,4
2019-02-18,4,12,22.86,0.21,0.21,0.21,4
2019-02-18,24,11,31.23,0.2,0.2,0.1,3
2019-02-18,23,11,36.88,0.2,0.2,0.2,3
2019-02-18,22,11,37.33,1.58,1.58,0.45,3
2019-02-18,21,11,40.39,2.37,2.37,0.45,3
2019-02-18,20,11,43.25,0.99,0.99,0.45,3
2019-02-18,19,11,43.26,1,1,0.45,3
2019-02-18,18,11,33.4,5.86,5.86,0.11,3
2019-02-18,17,11,31.8,1.41,1.41,0.1,3
2019-02-18,16,11,29.6,0.36,0.36,0.36,3
2019-02-18,15,11,29.31,0.29,0.29,0.29,3
2019-02-18,14,11,30.58,0.21,0.21,0.21,3
2019-02-18,13,11,31.52,0.21,0.21,0.21,3
2019-02-18,12,11,31.38,1.2,1.2,0.1,3
2019-02-18,11,11,29.31,1.22,1.22,0.45,3
2019-02-18,10,11,28.05,0.45,0.45,0.45,3
2019-02-18,9,11,27.99,1,1,0.45,3
2019-02-18,8,11,25.46,1.22,1.22,0.45,3
2019-02-18,7,11,25.63,0.45,0.45,0.45,3
2019-02-18,6,11,22.86,0.37,0.37,0.37,3
2019-02-18,5,11,22.86,0.2,0.2,0.2,3
2019-02-18,4,11,22.86,0.21,0.21,0.21,3
2019-02-18,3,11,21.98,0.31,0.31,0.31,3
2019-02-18,24,10,31.87,0.2,0.2,0.2,2
2019-02-18,23,10,36.88,0.2,0.2,0.2,2
2019-02-18,22,10,37.33,1.58,1.58,0.45,2
2019-02-18,21,10,40.38,2.37,2.37,0.45,2
2019-02-18,20,10,43.25,0.99,0.99,0.45,2
2019-02-18,19,10,43.25,0.99,0.99,0.45,2
2019-02-18,18,10,33.39,5.86,5.86,0.1,2
2019-02-18,17,10,31.38,1.41,1.41,0.1,2
2019-02-18,16,10,29.86,0.36,0.36,0.36,2
2019-02-18,15,10,29.31,0.29,0.29,0.29,2
2019-02-18,14,10,30.58,0.21,0.21,0.21,2
2019-02-18,13,10,31.52,0.21,0.21,0.21,2
2019-02-18,12,10,31.38,1.2,1.2,0.1,2
2019-02-18,11,10,28.09,1.22,1.22,0.45,2
2019-02-18,10,10,28,0.45,0.45,0.45,2
2019-02-18,9,10,27.99,1,1,0.45,2
2019-02-18,8,10,25.65,1.22,1.22,0.45,2
2019-02-18,7,10,22.86,0.45,0.45,0.45,2
2019-02-18,6,10,21.01,0.28,0.28,0.28,2
2019-02-18,5,10,21,0.2,0.2,0.2,2
2019-02-18,4,10,21,0.21,0.21,0.21,2
2019-02-18,3,10,21.01,0.31,0.31,0.31,2
2019-02-18,2,10,14.4,0.32,0.32,0.32,2
2019-02-18,24,9,31.24,0.2,0.2,0.1,1
2019-02-18,23,9,43.14,0.2,0.2,0.2,1
2019-02-18,22,9,41.96,1.58,1.58,0.45,1
2019-02-18,21,9,43.25,0.99,0.99,0.45,1
2019-02-18,20,9,45.1,2.85,2.85,0.45,1
2019-02-18,19,9,50,7.74,7.74,0.45,1
2019-02-18,18,9,36.55,4.29,4.29,0.45,1
2019-02-18,17,9,31.87,1.41,1.41,0.1,1
2019-02-18,16,9,29.86,1.11,1.11,0.45,1
2019-02-18,15,9,29.81,0.29,0.29,0.29,1
2019-02-18,14,9,31.49,0.21,0.21,0.21,1
2019-02-18,13,9,32.17,0.21,0.21,0.21,1
2019-02-18,12,9,31.84,1.2,1.2,0.45,1
2019-02-18,11,9,28.07,1.22,1.22,0.45,1
2019-02-18,10,9,28,0.45,0.45,0.45,1
2019-02-18,9,9,27.98,1,1,0.45,1
2019-02-18,8,9,25.65,1.22,1.22,0.45,1
2019-02-18,7,9,21.01,0.45,0.45,0.45,1
2019-02-18,6,9,21.01,0.28,0.28,0.28,1
2019-02-18,5,9,21,0.2,0.2,0.2,1
2019-02-18,4,9,21.01,0.21,0.21,0.21,1
2019-02-18,3,9,21,0.29,0.29,0.29,1
2019-02-18,2,9,21.05,0.32,0.32,0.32,1
2019-02-18,1,9,21.5,0.21,0.21,0.21,1
2019-02-18,24,8,29.66,0.2,0.2,0.2,0
2019-02-18,23,8,36.88,0.2,0.2,0.2,0
2019-02-18,22,8,36.88,1.58,1.58,0.45,0
2019-02-18,21,8,36.55,4.29,4.29,0.45,0
2019-02-18,20,8,37.57,5.32,5.32,0.45,0
2019-02-18,19,8,43.25,1.12,1.12,0.45,0
2019-02-18,18,8,32.34,6.39,6.39,0.45,0
2019-02-18,17,8,31.24,1.41,1.41,0.1,0
2019-02-18,16,8,29.31,1.11,1.11,0.45,0
2019-02-18,15,8,29.31,0.36,0.36,0.36,0
2019-02-18,14,8,31.23,0.21,0.21,0.1,0
2019-02-18,13,8,32.14,0.29,0.29,0.29,0
2019-02-18,12,8,31.24,1.21,1.21,0.1,0
2019-02-18,11,8,28.02,1.22,1.22,0.45,0
2019-02-18,10,8,28,0.45,0.45,0.45,0
2019-02-18,9,8,27.98,1,1,0.45,0
2019-02-18,8,8,25.26,1.22,1.22,0.91,0
2019-02-18,7,8,21.01,0.45,0.45,0.45,0
2019-02-18,6,8,21,0.28,0.28,0.28,0
2019-02-18,5,8,21,0.2,0.2,0.2,0
2019-02-18,4,8,21,0.21,0.21,0.21,0
2019-02-18,3,8,21,0.29,0.29,0.29,0
2019-02-18,2,8,21.1,0.32,0.32,0.32,0
2019-02-18,1,8,21.5,0.21,0.21,0.21,0
2019-02-18,24,7,29.66,0.2,0.2,0.2,-1
2019-02-18,23,7,36.88,0.2,0.2,0.2,-1
2019-02-18,22,7,36.88,1.41,1.41,0.45,-1
2019-02-18,21,7,36.54,4.29,4.29,0.45,-1
2019-02-18,20,7,41.32,5.32,5.32,0.45,-1
2019-02-18,19,7,44.81,2.55,2.55,0.45,-1
2019-02-18,18,7,31.18,6.97,6.97,0.45,-1
2019-02-18,17,7,31.23,1.41,1.41,0.1,-1
2019-02-18,16,7,28,1.11,1.11,0.45,-1
2019-02-18,15,7,28,0.45,0.45,0.45,-1
2019-02-18,14,7,28.05,0.45,0.45,0.45,-1
2019-02-18,13,7,30.45,0.36,0.36,0.36,-1
2019-02-18,12,7,29.31,1.21,1.21,0.45,-1
2019-02-18,11,7,27.99,1.22,1.22,0.45,-1
2019-02-18,10,7,27.98,0.45,0.45,0.45,-1
2019-02-18,9,7,26.38,1,1,0.45,-1
2019-02-18,8,7,25.26,1.22,1.22,0.91,-1
2019-02-18,7,7,21.01,0.45,0.45,0.45,-1
2019-02-18,6,7,21,0.28,0.28,0.28,-1
2019-02-18,5,7,21,0.2,0.2,0.2,-1
2019-02-18,4,7,21,0.21,0.21,0.21,-1
2019-02-18,3,7,21,0.29,0.29,0.29,-1
2019-02-18,2,7,21.1,0.32,0.32,0.32,-1
2019-02-18,1,7,21.05,0.21,0.21,0.21,-1
2019-02-18,24,6,36.44,0.2,0.2,0.2,-2
2019-02-18,23,6,38.58,0.2,0.2,0.2,-2
2019-02-18,22,6,41.33,1.41,1.41,0.45,-2
2019-02-18,21,6,44.37,2.11,2.11,0.45,-2
2019-02-18,20,6,51.34,9.08,9.08,0.45,-2
2019-02-18,19,6,48.83,7.91,7.91,0.45,-2
2019-02-18,18,6,39.89,2.67,2.67,0.45,-2
2019-02-18,17,6,36.88,1.41,1.41,0.45,-2
2019-02-18,16,6,31.87,1.11,1.11,0.45,-2
2019-02-18,15,6,31.87,0.45,0.45,0.45,-2
2019-02-18,14,6,31.87,0.45,0.45,0.45,-2
2019-02-18,13,6,35.5,0.29,0.29,0.29,-2
2019-02-18,12,6,36.44,1.21,1.21,0.45,-2
2019-02-18,11,6,31.73,1.52,1.52,0.45,-2
2019-02-18,10,6,29.56,0.45,0.45,0.45,-2
2019-02-18,9,6,28.03,1,1,0.45,-2
2019-02-18,8,6,27.99,1.22,1.22,0.45,-2
2019-02-18,7,6,25.63,0.45,0.45,0.45,-2
2019-02-18,6,6,22.89,0.28,0.28,0.28,-2
2019-02-18,5,6,22.86,0.2,0.2,0.2,-2
2019-02-18,4,6,22.86,0.21,0.21,0.21,-2
2019-02-18,3,6,21.01,0.29,0.29,0.29,-2
2019-02-18,2,6,22.86,0.32,0.32,0.32,-2
2019-02-18,1,6,22.86,0.21,0.21,0.21,-2
2019-02-18,24,5,31.49,0.2,0.2,0.2,-3
2019-02-18,23,5,31.87,0.2,0.2,0.2,-3
2019-02-18,22,5,36.88,1.41,1.41,0.45,-3
2019-02-18,21,5,43.25,1,1,0.45,-3
2019-02-18,20,5,49.94,7.68,7.68,0.45,-3
2019-02-18,19,5,50.17,7.91,7.91,0.45,-3
2019-02-18,18,5,36.44,4.34,4.34,0.45,-3
2019-02-18,17,5,31.78,1.41,1.41,0.45,-3
2019-02-18,16,5,28.07,0.57,0.57,0.45,-3
2019-02-18,15,5,28.01,0.45,0.45,0.45,-3
2019-02-18,14,5,29.31,0.45,0.45,0.45,-3
2019-02-18,13,5,31.16,0.21,0.21,0.21,-3
2019-02-18,12,5,29.31,1.21,1.21,0.45,-3
2019-02-18,11,5,28,0.5,0.5,0.45,-3
2019-02-18,10,5,27.99,0.45,0.45,0.45,-3
2019-02-18,9,5,27.98,1,1,0.45,-3
2019-02-18,8,5,25.26,1.25,1.25,0.89,-3
2019-02-18,7,5,21,1.72,1.72,1.72,-3
2019-02-18,6,5,21,0.28,0.28,0.28,-3
2019-02-18,5,5,21,0.2,0.2,0.2,-3
2019-02-18,4,5,21,0.21,0.21,0.21,-3
2019-02-18,3,5,21,0.29,0.29,0.29,-3
2019-02-18,2,5,21,0.32,0.32,0.32,-3
2019-02-18,1,5,21.01,0.21,0.21,0.21,-3
2019-02-18,24,4,28,0.2,0.2,0.2,-4
2019-02-18,23,4,28,0.2,0.2,0.2,-4
2019-02-18,22,4,28.46,0.45,0.45,0.45,-4
2019-02-18,21,4,29.92,7.16,7.16,0.45,-4
2019-02-18,20,4,29.76,7.68,7.68,0.45,-4
2019-02-18,19,4,29.31,7.91,7.91,0.45,-4
2019-02-18,18,4,27.47,8.83,8.83,0.45,-4
2019-02-18,17,4,28.05,0.45,0.45,0.45,-4
2019-02-18,16,4,26.14,0.21,0.21,0.21,-4
2019-02-18,15,4,25.81,0.2,0.2,0.2,-4
2019-02-18,14,4,27.43,0.2,0.2,0.2,-4
2019-02-18,13,4,27.98,0.21,0.21,0.21,-4
2019-02-18,12,4,27.4,0.29,0.29,0.29,-4
2019-02-18,11,4,25.26,0.45,0.45,0.45,-4
2019-02-18,10,4,25.26,0.45,0.45,0.45,-4
2019-02-18,9,4,25.26,1,1,1,-4
2019-02-18,8,4,25.05,1.25,1.25,1.25,-4
2019-02-18,7,4,13.34,1,1,1,-4
2019-02-18,6,4,13.33,0.2,0.2,0.2,-4
2019-02-18,5,4,13.32,0.2,0.2,0.2,-4
2019-02-18,4,4,13.31,0.2,0.2,0.2,-4
2019-02-18,3,4,6.02,0.2,0.2,0.2,-4
2019-02-18,2,4,13.31,0.2,0.2,0.2,-4
2019-02-18,1,4,13.35,0.2,0.2,0.2,-4
2019-02-18,24,3,28,0.2,0.2,0.2,-5
2019-02-18,23,3,28,0.2,0.2,0.2,-5
2019-02-18,22,3,28.56,0.29,0.29,0.29,-5
2019-02-18,21,3,29.31,6.32,6.32,0.45,-5
2019-02-18,20,3,29.76,7.68,7.68,0.45,-5
2019-02-18,19,3,29.31,7.91,7.91,0.45,-5
2019-02-18,18,3,27.45,8.83,8.83,0.45,-5
2019-02-18,17,3,28,0.45,0.45,0.45,-5
2019-02-18,16,3,25.26,0.2,0.2,0.2,-5
2019-02-18,15,3,25.26,0.2,0.2,0.2,-5
2019-02-18,14,3,26.15,0.2,0.2,0.2,-5
2019-02-18,13,3,27.7,0.2,0.2,0.2,-5
2019-02-18,12,3,26.13,0.2,0.2,0.2,-5
2019-02-18,11,3,25.26,0.29,0.29,0.29,-5
2019-02-18,10,3,25.26,0.2,0.2,0.2,-5
2019-02-18,9,3,25.26,1.24,0.83,0.83,-5
2019-02-18,8,3,22.86,1.25,1,1,-5
2019-02-18,7,3,13.32,1,0.45,0.45,-5
2019-02-18,6,3,6.56,0.2,0.2,0.2,-5
2019-02-18,5,3,5.96,0.2,0.2,0.2,-5
2019-02-18,4,3,5.87,0.2,0.2,0.2,-5
2019-02-18,3,3,5.94,0.2,0.2,0.2,-5
2019-02-18,2,3,5.96,0.2,0.2,0.2,-5
2019-02-18,1,3,13.33,0.2,0.2,0.2,-5
2019-02-18,24,2,22.89,0.2,0.15,0.15,-6
2019-02-18,23,2,26.95,0.2,0.1,0.1,-6
2019-02-18,22,2,28.19,0.2,0.2,0.2,-6
2019-02-18,21,2,28.93,1.35,0.2,0.2,-6
2019-02-18,20,2,30.59,5.12,0.2,0.2,-6
2019-02-18,19,2,30.35,5.89,0.2,0.2,-6
2019-02-18,18,2,23.61,4.66,0.45,0.45,-6
2019-02-18,17,2,25.82,0.2,0.2,0.2,-6
2019-02-18,16,2,23.55,0.2,0.2,0.2,-6
2019-02-18,15,2,22.86,0.2,0.2,0.2,-6
2019-02-18,14,2,22.86,0.2,0.2,0.2,-6
2019-02-18,13,2,23.56,0.2,0.2,0.2,-6
2019-02-18,12,2,23.53,0.2,0.2,0.2,-6
2019-02-18,11,2,22.86,0.2,0.2,0.2,-6
2019-02-18,10,2,22.86,0.2,0.2,0.2,-6
2019-02-18,9,2,20.76,1.27,0.2,0.2,-6
2019-02-18,8,2,18.25,1.28,0.2,0.2,-6
2019-02-18,7,2,13.36,1.32,0.2,0.2,-6
2019-02-18,6,2,13.32,0.2,0.15,0.15,-6
2019-02-18,5,2,13.33,0.2,0.15,0.15,-6
2019-02-18,4,2,6.56,0.2,0.15,0.15,-6
2019-02-18,3,2,5.68,0.2,0.15,0.15,-6
2019-02-18,2,2,13.32,0.2,0.15,0.15,-6
2019-02-18,1,2,13.36,0.2,0.15,0.15,-6
2019-02-18,24,1,25.26,0.2,0.16,0.16,-7
2019-02-18,23,1,25.26,0.2,0.16,0.16,-7
2019-02-18,22,1,25.26,0.29,0.29,0.29,-7
